polarity,text
0,Damn i need some stress relief 
0,They didn't even air the winning of Best Book. That's the only one I really care about. 
0,twitter me this twitter me that....hehehe....utica college is suckin major butt right now  gimme sum money why wont u!!!
1,Would you like to join me?   http://twitpic.com/6de14
0,Feel like am getting sick  i need Noni as soon as possible
0,Back to work ! 
0,I'm not gonna have her as close as I'm use to  But the house is great so I'm happy for them!
0,@LucySiebens I think they are disgusting 
1,Check out our new &amp; improved look on the website! www.csufpasa.com 
1,Scenes from Big Whiskey on hulu 
0,"has the orthadonist in 40 mins, not looking forward to a brace tightning "
1,@mswani congratulations again on the Anni!  and video speech were you guys doing?
1,Love &quot;good girls go bad&quot; 
1,@Shimmycocopuffs: lol  We do believe in him! XD
0,Houston    
0,@jtonline I'd like to have made it to that but sadly I have a conf call 8-10 which rules it out 
1,Watching SWINGERS with my baby girl  mmm relaxing night
0,@brettyrocks thats what i was thinking but the only time it's gonna be on is 1 am! 
0,Collin County Sheriff's Department wants to fly unmanned drones http://tinyurl.com/nrr7uw comments think it'll be used to monitor traffic 
1,Good morning. 
1,nothin could be finer than beachin in carolina  http://yfrog.com/56c0rj
1,@dorkfish04 Haha. I watched Twilight last night with my cousin to make up for the non-kiss.  But this evening was SO MUCH BETTER. 
1," Good morning peeps, ahhh it's gonna be a wonderful Saturday "
1,"#musicmonday I &lt;3 my new song... I AM ANTHM!!  I'm gonna nap for lunch enjoy your day!!  good day sir, I SAID GOOD DAY!!"
0,Nashville I will miss you 
0,"Happy to be back home in Dubai, but work challenges have already started again...  http://myloc.me/4jcw"
0,Hope I get a better sleep tonight silly morons doing skids out front last night 
1,LANTUGI! see you all on june 15. 
1,@mileycyrus u did it  im so proud of u and many other fans too (there are some who dont like justin)... but is that so bad??? ... NO! 
0,@fzazbz11 i want some!!!...i think im pregnant cause im always hungry 
0,@ddlovato Nawhh. That show is sadd 
0,@normalguyguide I will be joining you on Saturday work detail in about 2 hours. 
1,I downloaded a zip and it has lots of pictures of Lee Min Ho. AWESOME 
0,you know what i just realized??..... my life sucks right now! 
1,my/ myspace and let talk  http://www.myspace.com/mybestfriendisbriona
0,@bad_housewife Wish it was glorious here 
1,@brownknight007 You know I'm in agreement with that!! 
1,@DavidMcQueen all the better for Tweeting u  Morning. x
0,my lips are so chapped they're bleeding 
0,My iPod is dead. 
0,leaving tonight 
0,fantasmic canceled! 
1,@nerdcave  http://bit.ly/4dtd7o SOLVE IT NAO 
1,"By the way, my head is actually not shaped like a fruit. It's just my profile picture. It's what they call &quot;photoshopped&quot; "
0,Jusgt comming from work.. so tired.. ouch! 
0,@im_2nd ...you suck 
0,back to work... So many fun things during a long weekend really spoil you... 
0, it's cold outside going somewhere
1,"@RondasRants aww, you'll only be an hour from me! If I was feeling better I'd meet ya for lunch "
1,@Anitaa31 GoOd MOrning 
0,Sitting at my nannie's with a headach. Oh and my mom's car died today 
0,the version of Zotero I tried ignores the engineering sciences (in bib formats etc.)  Am waiting 4 its updation re: http://ff.im/3xHTz
0,@chrisleben next week  did you get my email?
1,About to play a little B3... makes my heart all warm and fuzzy. I'm easily amused.   I'm just so full of love and flowery-thingies today.
1,@ericzichella you're not a nerd! Nerds don't play electric guitar like you do. 
0,@javajuneau I've tried that. Multiple times. it does nothing. 
1,leaving the hotel now for #gadgetshowlive  decided to wait a while and chill rather than Qing in the morning madness. if u see me say hi!
1,Loving that it is a bye for netball this weekend and we all got to have a sleep in. Time for coffee and cake before going to Auskick 
1,ordering paint soon. for my paint war graduation party. yay!! 
0,@the_carl Sounds like I missed a great time tonight  Had a good time here but can't wait to get home.
0,@aristocat123 Any coming up? I'm vacationed out until a cruise later in year. 
1,@taylorswift13 you betcha!!! 
1,Got a bit of jellyfish on on this #music monday 
1,"@ohbekker That would be great! If you want to get an idea of an article, go to www.motivateyourself.net/leadershiplounge.php. Cant wait! "
1,Maxi-kin came from prom and knocked out with his garter  http://twitpic.com/68rr4
0,"@jhgrant good plan, but: "
1,Going to austin! 
1,@dannygokey Looking smexy Mr. Gokey!! Can't wait to see you on tour 
0,i have to do the dishes 
0,@Barbiechick3004 Im sorry Bri . Just remember if it was meant to be it would happen. Its just not meant to be right now. but Im sorry 
0,So i bought some cute khaki capris but they have a little hole in them so im kinda worried i wont be able to wear them to work 
1,"@vuvuvu2 As for me, I love sand-box genre games. I like to stroll around when bored "
0,#E3 Please tell me all that graphical tearing and lameness of SH for the Wii was in my eyes and not in the gameplay.... 
1,Borrowing my mates HDD caddy/enclosure tonight. I'll finally be able to copy my 800GB of trance &amp; progressive house onto my external.. 
1,going to Fox's graduation! 
1,@sun_ho awesome!take care Sun.. 
1,"@my_makeup_mania thank you hunnie for the goodluck! &lt;333 yeah, that shoe is really pretty!  thanks for the comment A! ~xoxo"
1,watching 17 again 
0,@MCHammer WHY IS UR REALITY SHOW IN SO-CAL?  THAT'S A BUMMER!!! 
0,If i could i would. I wouldnt have wasted people things feelings time and words that i should had NEVER SAID! 
0,Didn't make it to the parade.  My car has many booboos. Sorry boys!
1,@pamjob Lol Yep that sounds like a plan to me!  xx
1,if my brother....even in his inebriated state....says it's ok to post... it'soktopost!!! 
1,yes! found a site to watch MTV Movie Awards  http://bit.ly/13vMpL
1,"Friday Night Lights is coming back for a 4th season, sweet   http://bit.ly/100HPm"
0,thinking where home is...but i just canÂ´t find out 
0,I likes it! My monster in creepers! haha 
0,[-O] pretty bored... wish that @KayleeNicole11's parents would have let her come to my house.  http://tinyurl.com/nty984
1,Had to come back to work to rest from all the yard work this past weekend  Can't believe it's the first of June already!
0,omg my feet need intense massaging care ASAP! too bad the 12 hour shift tmw will kill them more.. 
0,I Wish I could go to Demi's concert 
0,"(@ashleeflakes) Again, i'm about to pee in my pants. "
1,"@DavidArchie I love mango!  Haha try Adobo, it's really good Filippino chicken!"
0,I am so sad I can't go to Honor Society this weekend. AND I didn't win the team Jonas contest. This weekend is going to stink on ice 
1,back in the office 
1,New Again is so far an excellent albumn. 
0,I can't undersant a shit  That's why i hate you History!
0,it's almost 12am.... Just wishing myself one last happy first mothers day..  thanks me.
0,"im wrapping up for bed, coz i gotta get up early, really, really early  goodnite twitters xxx"
1,"I'm think about bringing back the fanny pack, who's with me? "
1,@jtimberlake Give a shout out to the Pittsburgh Penguins  !!! Love ya!
1,is wondering...ghetto or gorgeous? what would YOU pick? 
1,is pretty stoked that Reese Roper from Five Iron Frenzy remembers me 
1,@carollelogram You know what you should do! Come hang out! We miss you...and its a relaxy day 
1,just got home and going to knock out...tonight was funnn &lt;3 haven't had a night like this in a long time  goodnight everyone sweet dreams
0,I'm gonna miss playing games with those girls. 
1,@Andrewgoldstein  hey dude i just listen the new album and this is amazing!! its so cool and im happy for u congratulations  come to mex
1,@Murakami_Haruki I hope it won't be 2084 before an english or dutch translation of 1Q84 will be published. 
1,haircut. that was necessary  now - colognetour with lars
1,Maybe the Robsten rumors are true they both had plaid shirts on today... ha ha ha ha ha 
1,"@tommcfly could you bring me a piece of that chocolate pizza when you come back to Mï¿½xico, it looks delicious "
1,i love my hubby. he takes such good care of me when i'm sick. 
0,I wonder what today will bring I forcast lots of cleaning and tidying 
1,Just got a new fridge!!  Its amazing! I think this is my first ever paid for fridge! Always had hand me downs 
0,@Mz_Content04 I need u to hush...I got bored damnit...this mfer getn on my nerves! Miss my guy! 
1,I love this day. 
0,Shoulder still hurting but off school to rest it. Can't do anything in school with the pain 
1,66 - http://twitpic.com/6sg7x - I like shiny cute bugs.  #365 #twitter365
1,"@tommcfly Mtv movie awards is going on tv ,just ask at the  hotel the mtv's channel and watch i "
1,yes we are quite amazing  @Jonasbrothers
0,Getting ready for work 
0,"Apparently, sticky fly trap strips also attract small unsuspecting birds... This was not a good thing. "
0,@mel1ssar0se good night M... i miss you! 
0,"@awwkatie xD oh yes, but there are vampires xD here are no vampires!! "
0,On our way back to Kingston...what a great weekend!! The last place I want to go back to is Ottawa 
1,@ivanzavaladdl -love it!  hilarious as heck
0,aww leah 
0,Annoyance: Literally saw @Wombat5277's code as soon as he posted it but it was a &quot;code only valid for customers of the US store&quot;. 
0,"hey everyone! It's been a long couple of days, but glad to be watching the #redsox again.  Not happy right now, but look who's pitching "
0,Morning. In a bit of pain  But oh well
1,Sink into Me - Taking Back Sunday LOVE IT  HELL YEAH My Chemical Romance - Our Lady of Sorrows 
1,"@markhoppus you should practice saying the word &quot;obrigado&quot; which means 'thank you', to say it for us when you come here "
1,@LongLostViking Exellent!! I musn't let you slip!!  
0,"@blankdeluxe  no i havent got mine yet, did u get yours?"
1,I am writing a story                I love writing &lt;3
0,@willyancordeiro Nope i live in England. wish i lived in america though! They have all the best music. we dont get country music in UK 
1,Attn strangers: i will dance for you   -ash hahahaha
1,LaLaLa  someone needs to help me tune my guitar!!! :/  ;'[ I can't do it and I want to play my songgg.
1,"@DylzWexford: motorbikes are so much more fun than electric bikes.  we rode around the city on one yesterday, new summer activity i think."
0,"@AlysheeaPM naww, thats what i was like on sunday night/monday morning. its horrible, i know what your going through  haha"
0,@DDubsTweetheart  I'll try not to.
1,@understandniche glad you like it 
0,wants to come home like no other 
1,@BlueFlameDesign  oh good..thank you!  I think I'll take a break and then try to figure out how to link myself to inklore 
0,@TheNolanShow i got no sympathy for the poor prawn crisps 
0,Three of my best friends are moving off of Long Island this weekend. 
1,"@illuminantceo Indeed, I hope they take your advice.  In any case, twitter trends &amp; ï£¿ fan sites will be the 1st to let us know."
0,I'm so hungry and my wife won't feed me 
0,@lovebyrd We do what we can. I'm just sad this update was made right after I left... 
0,@shazkitten 
1,"@cbgoods That, would be fantastic, wouldn't it? "
1,"@J_DiStefano This talk about robot is making me think of Wall-E. Oh, how I love that movie. "
1,played okami for 14 hours today 
0,"I was meant to be out of bed at 9, but no I went to sleep again. I hate having less time to get ready "
1,Goodnight 
0,uff yeah green star aur touch 
0,Vacation is over. 
0,so damn tired 
1,@adii just wondering since I saw the linkback in the WPTavern dashboard  and posts are by a guy named Admin
0,@jerseybites I get bit by ticks all the time  I eat a ton of garlic in the summer to keep them and mosquitoes away! boo &gt;:O
1,"Watching a movie dat ive been meanin 2 buy/c wen it came out. -urs, mine, ours- on tbs. Reminds me a bit of -cheaper by da dozen- "
0,Still kinda upset about The Game getting canceled.  BOOOO
0,Last episode of WGM:Acorn Jelly Couple  Sad. 
0,@Potasnik LOL Scott! I watch The Hills too but I think we're perhaps behind a few episodes in England!  xxx
1,@annwhit just finishing vodka.he knows to wash pots coz hes doin last nites now.so defo forgiven.lol 
0,@kirstiealley Not much on TV tonight   All repeats. I hear that Nurse Jackie show is real good.  Weeds is on too.  Love that show!
0,"Awww watching Madea Goes to Jail with my momma,,,one more week then shes back in the H-town and I'm left my by lonesome "
0,I want to go out this is so unfair 
1,"@NickijoeCanuck Hey Nick - hope you enjoyed the show.  HARDSELL is up next, which we're pretty excited about "
1,my brother is now watching &quot;music bank&quot; on KBSworld. HAHA! &quot;2PM&quot; is now performing..  2PM's songs are so cool!
1,destiny's a twitter slut/whore.  cough minus the twitter...
0,is still spinning my blackberry - theres a darkhole at the backside of this golden curve! 
0,This week has been awesome! I don't want to go back to school 
1,@paulshore01 Just break them and you get an MRI overnight. Worked for me 
0,@nan_jones I don't understand 
0,"Tuesday coming to an end., but my work week has just started.  "
1,@RebeccaCramp sitting in front of you dude. how's it going w/ your chronicle? 
0,"@Get_LighT I am about to watch &quot;Taken&quot; right now, LoL, bymyself too "
0,At home doing coursework 
1,@typicalfour Thank you. 
1,the country bears is a good movie 
1,"@jason_mraz ooh! bananas    good, good;"
1,Just woke up  I love sleep!!!
1,@masukair_king quest crew rocks my sock!  and jabba... and kaba!
0,@ArsenalSarah That must be hard 
1,@Paniker I'll make sure to do that.  
1,"@CowInParachute happy birthday you big ball of Ginger, you "
1,"@polkadotrosie Well hello! Fancy seeing you here, you just doubled my number of &quot;real&quot; followers "
1,Ok Plan B...cake &amp; tea is or can be breakfast right? Because of the #tea aspect 
0,"ut oh, I wonder if the RAM on the desktop is starting to go "
1,Riley's today! 
1,Sunday has come to an end.. back work tomorrow and rumor has it that these May showers will bring flowers 
1,Good morning all 
1,One can not B loved if one does not love. Just as one can not be respected if one does not first respect. How to respect? GIVE it  so ezy
0,"This day is so sultry, it's killing me. Feels like i'm freezing and sweating at the same time. I so wanna go home and take a shower! "
1,@alexgeana Sooooo good to see you!!!  We should hang out more often.
1,@dirtysyringe I voted for you 
1,heard from her long lost cousin. 
0,@emjay0121 Dang that would be so fun! If I wasn't going to MO next month I'd totally think about it!! 
0,"@nicksantino I love Harry Potter too.Bahhhh! See you on warped,if i can. "
1,@KatyPerry119 thanks for following me! 
0,"well frick. I just went and got a whole heap of new bks, only to find out my reader is so flat it doesn't even turn on   Damn it!"
1,"@konsnos hehe, I hope yours will be much kinder! Have fun, it was great! "
0,i REALLY miss the &quot;everyone&quot; button.  i really enjoyed reading right now's tweets.  sad.  i can't find new people now.  
0,@StealingVirtue Back to Chicago and back to finals...boo  We are almost done though!
1,@I_Skream happy (belated) birthday! tonight is gona be mental 
0,@esthery too far 
0,Im very ill....again! Stuck in bed not being able to enjoy the sunshine  x
1,@starrynoc Indeed it was. 
1,"Alright everyone, time to get a few projects done for work...I'll be back in a few hours "
1,@aopossum wouldn't that hurt your neck? I can only go about 180 degrees 
1,@D__house dont stalk me though kay??     
0,At the Diner. Rangers lost. I need someone to console me. 
0,@andrewdearling @twitpicnic Sorry won't be able to make Twitpicnic as have a colleague's leaving do 
0,tried to get on 1 vs 100 on his xbox and wes shut out 
0,"I'm dying without your love  , please Tell me you love me, too."
0,Last night was fun! Work today 
1,Wake up ! Let's go park 
1,@mikeboysen no worries 
0,"getting hungry, as well...I'd need to go grocery shopping first if I wanna eat something. still feel crappy though "
0,@strange_jray I found the instruction manual for the thermostat.  I think there is actually something wrong with that or the a/c.  
0,this dizziness is making me go craaaaazy 
1,@John_Lithgow and @hitrecordjoe  i just bought season 1-6 of 3rd Rock from the sun 
1,@shoestringing  Very  true.  My desk is a messy area...and I can be disorganized.  I do usually know where everything is though.  
1,@Awapy Check your FB 
0,@ksumarine Work   What else is there?
1,@roy I did not start this project 
1,@WOTN Thank you. 
1,@MJWenchy Thank you  
1,discovered frozen grapes in the freezer... sweet! I can use them as ice-cube surrogates! 
1,@lemoentje aga... that night after concert all barmens went to my house and all night long we were listening to it and KORN!!! 
0,Spicy black bean veggie burger... Thank you morning star... Followed by studying 
1,@AngelaLolita LOL  banana pudding! I can't wait to taste it again! No sweets for me for a long time!!!!  Lord Help!
0,coke zero was banned in Venezuela because it contains sodium cyclamate. my DNA 
0,the sun in finally shining n I'm stuck at work! 
0,good morning i have headache and i have to go to school. 
0,@bxa2 dnt smile...im mad at u 
1,"@robinwasserman fyi, &quot;hacking harvard&quot; helped me survive my senior year of h.s. - thanks for being such a clever, funny writer! "
1,listening to this OLD ginuwiNe... 9'oclock home aLone 
0,@sendmelovex3 aww  maybe if you talk with that neighbours they will remember you xD
1,@TooTexty hey you too!!  Happy Sunday!
0,DSLR User Forum and website down again this morning. 
1,Night at the Museum is a cute movie!!  The cherubs are my favorite! Their played by the Jonas Brothers...hahaha 
1,Is sooo tired!!  For a moment last night I forgot it was Sunday.... and now Monday...thank goodness it will be a short week 
0,"Missing my hubby, home alone "
1,@Lady_Twitster Good morning!!! 
1,"my pc still isn't fixed. oh yeah, I spilt dandelion burdock on it and its doesn't wanna work "
1,lunch with hbaby then tennis with my daddy 
0,"can't sleep, no appetite, still upset and just don't know what to do "
1,"@DoonaDoo not 'gone' no  ...i live in hope though  Shall we say Monday, 1pm, usual place? You met F &amp; S?! Live up to expectations? x"
0,Off to the grocery store with me... my last dish sponge just disentegrated in my hands.  
1,@logan_barnett good hotels -&gt; good wifi. crappy hotels -&gt; crappy wifi. good tech schools -&gt; good wifi. I'll let you fill in the blank. 
0,"@Zeno_C Thanks Terry, I'll miss you a lot "
0,@RealZoltan awww that's so sad 
1,"@ANAIZZ lol, exactly what I was thinking  P.A"
1,On our way to meet my brother at ihop. It's his 18th birthdayyy! 
1,'s feeding pump broke at 4am. New one coming out. Emma's coming out for lunch in the sunshine 
0,"Goodnight, doctors in the am  blah wanna sleep in"
1,@RealWorldCara @K_raz_Kris or you guys could get the LG Voyager  I love mine.
0,@dos4gw that is a good idea. Is your thing today to be hungover and fluey? 
1,"@darrylin lmao how did I know you would take offense to that? Also, can I get a free Blackberry? "
1,@SuzeOrmanShow ~ watching you right now on kvie2 
0,I don't know what to wear tonight!!! 
1,At home   Done with quants..only acc left..
1,@tard789 HAHA WAH LAU. ON PAR CAN? 
1,Marveling over my butterfly bush in my back yard.  It's amazing what a little pruning can do for a plant.  
0,don't wanna leave manchester today or go back to school tomorrow 
1,Good morning! Time to start off the week... preferably with some exercise. 
0,@hermajesty24 Thanks ass for replying to my text. I wanted to see if you could go to Splashtown tomorrow. 
0,"TRying to upload new apps to my BB, not working  stupid phone!!! :@"
0,"I really want to edit some video right now, but a 9-hour shift today, and another tomorrow leave me little time and less energy.  "
0,Yay for twitterrific working again! Agh I am so sunburnt 
1,@JaimeMcKnight  Sent you the pix  and THANK YOU!!
0,I need a new theme for my jave... Where can I get it? Everybody says mine's sucks..  http://myloc.me/4PCy
0,Send happy thoughts to @twigsCharlie not to well at the moment 
0,My weekend sucked 
0,@MzAmazing87 I know  well...there's Dreamland...I hope Chris whoops Brandons' ass...I don't like him..
0,Next week is my bday &amp; it better be pretty f*ing amazing to compensate this upset. 
1,@mustntgrumble ...and is trying to find comfy ones so she can just make the earring and fasten them together 
1,Dont forget to help us with a nice background you think it would fit the channel   mail them to GayIberico@gmail.com
0,last day of summer !  in @allieyeah's house. 
1,"@Nkluvr4eva thanks.  the buyer for kate's tickets is gonna be in cherry hill at her friends sister's house, so she can get her tix then "
1,@BlueDamsel50 LMAO!!!!! That sounded so funny when it popped up on my phone. 
0,Chilling out with some George Carlin. Can't believe he's been gone for almost a year 
0,@mileycyrus   That sucks. She couldn't come with you?
1,@eleblack90 i was gonna write it after the OMG but i forgot 
1,Chillin' waitin for my honey to wake up 
1,"@fringeoriginals i just got a few little things. it was nice to get out alone  thank you, i'll tell him! he looks so cute in his uniform."
1,..rockin the center part like there's no tomorrow. what will tonight bring me 
1,It's the end of the world as we know it... and I feel fine! 
0,"twitter api is maintaining  Táº¥t cáº£ cÃ¡c app gá»?i api twitter Äá»?u bá» fail trong thá»?i gian nÃ y. (twitterfox on firefox, tweetie on iphone ...)"
0,"@chegrimandi Sorry to hear that, mate "
0,Can't feel my arms right now 
0,Covering for @grnturtle its slow today &amp; lonely 
1,Fun night in Brooklyn... tomorrow the Tony's 
1,"Reading, hope tomarrow will be a good day . "
0,oh no.. here come the aches 
0,@tublack09 you sound exactly like me with Stanford's cash.  I chose Holy Names because I got a free ride. I can't be mad at you.
1,"@dtrentsgirl saw you on twitpic, random but what does the 'gold' tattoo actually mean? i'm curious "
0,@tb78 tone my man no hotties talk to me on skype  must be that aura of salty fishiness you got around you LOL
1,I spent the whole day playing softball to come home to wins from both the Blue Jays and the Mariners!!! 
1,beach tommorow ! come 
0,"I might actually get eaten alive tonight by bloody midgies, they're everywhere "
0,Right before bed last night I ate a bowl full of pickles and then drank a cup of orange juice.  Now my stomach hates me.  
0,"@britttnicole I know!!! Hahaha, and I was so mad. He was in dc the same time I was and I missed him  ughhh. Very sad. But he's adorable."
0, I think people get out of bed in the mornings wondering how they can piss me off.
0,"@gapboy, I know D: god revision is shit "
1,So tired ready to eat! Another beautiful wedding pulled off by @V3events and myself as assistant  about 4 more hours to go
0,"@exwebjunkie is that the new AF merchant? Send some this way, stayed the same for 2 weeks! "
1,"I'm 17 Subscribers away from 70,000 SUBS!~ Woohoooo!~  So exciting! http://www.youtube.com/lisalavie1  Love you guys!"
0,"RE: @AccordionGuy I usd 2 sing O Cnd @ hcky games in Summerside, PEI. 1 day, escrtd by my crush, I got flstrd, 4got the wrds  #truestory"
1,@bkpreston you got a twitter-- yayyy! 
1,"@Robi27 Nice! I love being a snuggled up, cozy in warm blankets when it's cold!! "
1,"FEELING GOOD by michael buble! listen! its what i feeel. haha i love him!!! long day, but ending it extremely happy! "
1,@AJ_ARCEO I hope soooo!! I hope it's coming sooooon 
1,"Still in prescot, still doing refit, still really bored. But at least it's sunny. Quiche for lunch with ham and potato salad. "
0,"@JamieSuga Oh man, I hear ya  I was out cold the second after I finally finished at 2 am...I didn't even realize you texted me!"
1,"@mykimmykim Well, that was @mteson...he wrote the post, not me "
1,@Cookson28 yeah i think you deserve one  good luck for tomorrow though x
1,@jonascool1 &amp; what time at your place? 
0,Uhhhh.. 3.5 hours nowww 
0,@selenagomez Selly i`m begging you. please replay to me. you`ll make my day. please please  i love you sooooooo much!!!!!!!!!!
1,I want to marry a baseball player  preferably mr. todd wellemeyer..
1,Howdy to John &amp; Kate @TexasEscapes friends of mine with a Giant Texas website called www.TexasEscapes.com  Howdy 
1,"@littlebirdyband new album is truly genius, so happy with it "
1,@SapphyNo1 It's going to be along haul but I'll be damned if I let the boys win!!!! 
1,long time no see  @apekillape
1,"@ZeenaBoBeena eeeek!!!! Good luck, Zeena!!! You'll rock itttt. JB inspirational lyric: don'ttt forgetttt toooo takeeee a breathhhhh! "
0,UGH! Just found out tree fell on power lines! Power might be back on at 2am! I hope my ribs don't go bad in the fridge  Going to bed!
1,its cold and im watchin lion king 
0,got meeting at school this morning and was going to sit in garden when i got home but someine has stolen my sunshine 
0,"First wedding was on the beach - I had to use shells to dig holes to stabilize the speakers, which was fun.  I got sun burned "
1,"Had a good friend in town for the week = lots of surfing, sugar and drinking.  Love visitors "
1,"@maryannehobbs Hey  I wanted to see if I could send you some music still  Also if you have time, would you follow me please"
1,is now listening to &quot;Fix You&quot; by Coldplay. I love this song 
0,pouring with rain in Sydney 
0,@igneousiceman on PAYG it's ï¿½500 for the handset  mines on a business contract). Its such a cool phone though. Might be just as....
1,i am now quicktweeting from my android phone using quicktweet widget on ahome 
0,@NewsdayLaura Does that mean no tweets from meetings? 
1,"@pcdmelodyt.......http://twitpic.com/7ggg3, mel take a look at this.....i got it yesterday, i kno ull like it  xoxoxoxox"
1,@rx93nuera just because life sucks. 
1,Going to the races. 
1, disneyland fireworks!
1,Whaddupppp in lala wit my boiiii @mikedeeztrippin bout 2 grub @ tha usual spot 
1,"@myaaaaa after i wrote that tweet, i stood up and tripped on them  goodlife. i cant believe headphs cost so much. haha. even 150's heaps!!"
1,"@jaffne *checks Wife* Yeah, you might have something there. They also bank rolled the whole wedding too, whcih was a major bonus "
1,"@Jeangranger @ashleywhitt OK, so child labor! That's what my parents did w/ us, put us to work. good ideas... "
1,@Yinepuhotep yay clown suits! thanks for that 
0,@iamdiddy I'm awake....gotta go to work 
0,@alanis30mindana  I feel for you. My dad  did that to me once
0,Went to movies last nite wit blackout got hella drunk..hangover for the 2nd time! lol..ate popeyes after..bubbles guts 
0,really wants the new coach bag i just saw at Holt's...husband not being very supportive 
1,Ok time to wake up my sleeping beauty. Tweet later 
0,@DazzlesPR June. I felt bad about my post after that... I was whinnying about Nov. being so far away for the movie. 
0,@beameanie  I'm thinking about you and your family.
1,Watching Britains Got Talent !! Diversityy  ....!
0,@jollenelevid yeah yeah yeah.  LMAO.  that's the honest truth.  i couldn't face our gabnet sisters.  
1,@TravelingVeg now you are the one making me drool  http://yfrog.com/7gryjqj
0,Mom has to drive me today 
0,Guess i'll worry about updating my iPhone later   I'm too tired to be worrying about it right now.
1,"@Pamela_Lund - now maybe if the entertainment center came with the turntable, that would be different.  I'm all for '80s retro.  "
1,"@SteveWeber now when she starts whispering sexy tech things to you, you'll know she's just keeping your mind on track.  ha"
1,Hola my tweeple ! Feeling good now that the sun is out. Family time when work is through. Yayy !! 
0,@hollywudbabylon what time? Roxy has an auction til god knows when tonight 
1,"@ Metro hangin with the coolest cats in the world... Bradley, Jeff, Ali, and f course Cook "
1,"Nessa is an attention whore because Quix0tica said so, she makes the videos "
1,Haha @Lupina78 and @shiruke. You two are too cute to be true. 
1,Rose McGowan is &lt;3... girl-crushing... 
0,@Bigiddy my dad put my apple 2e out in the rain 
0,@MTB4FAN im sad cuz i miss my laptop..idk if ill get it back 
0,"eeeeeee, suzaku is going to stain the couch. "
1,.. Starting a new week ;) Going to the GYM today ;) Hi to everyone 
0,Coming dwn with a cold 
0,Neda's father must have experienced the worst father's day yet! My heart is out to the people of Iran 
0,The BIA is populated by idiots and mental deficients 
0,"Watchin Mamma Mia + Filing nails down, decided i dont like them long no more "
1,Out for ashleys 22nd tonight 
1,@mollyirwin thanks for the link Molly - so inspiring - beautiful photos - just added Lena's blog to my bloglines feeds 
1,Sitting here seeing what the twitter hype is all about 
1,"@superlative Hairy pencils! Hehe, you've started my day with a chuckle. Thank you. "
1,@joop having a swedish wedding. Looking forward to dinner speeches 
0,"Ireland is back to its old self, rain rain AND more rain!!! "
0,"china has blocked youtube and facebook, so therefore my life is on hold until i get back hom "
1,Anyone can catch your eye but it take someone special to catch your heart 
0,@PiolaBarcamp livestream says: maximum number of viewers for this channel has been reached.  #piola
0,@katforshort You just keep pouring salt in the wound. 
0,Ok I'm sorry but that bitch Brandon don't got that body from not working out. Aint fair!!! 
1,going to my aunt's house 
1,i'm home. 
1,@KrisKay_ it was funny 
1,@LaurenCastillo I'm decenttttt. Just listening to Kelly Clarkson. Relating to her lyrics  What about you?!
0,@DrayaMonster awwww  hope you feel better soon
1,@littleteacosies arent you at chalet? haha 
1,@westcoastvegas have a good night! 
1,"This Is My Barcelona  , I Am Proud Of You FC Barcelona . . ."
1,"@twicullen   Totally found the best places to take you!!!  Found where they filmed &quot;so the lion fell in love with the lamb&quot;, the prom, etc"
1,Yes! Tony Scott Confirms âAlienâ Prequel http://alturl.com/jebn  
1,"As it is Sunday, I am taking a day of rest "
0,@luxechandelier VPAD sucks monkey balls 
1,@MCHammer  That was so cool. Thanks for sharing 
1,Please follow @jtimberlake...its 5 am and i am sitting up watching his skits on hulu. Thank YOU justin 
1,"@mustard_kuntz Hey, saw your tweet about Evomâjust wanted to tell you we're working on those issues, and will have them fixed this week. "
0,Why is everyone breaking up these days?  I'm thankful for my relationship 
0,@coollike  it didnt worrrkkk. gutted.
1,Morning coffee. . .ohh soo delightful 
0,sorry for the lyrical tweets. i'm home too early from college! hate last minute cancellation classes AND replacement classes. hooray. 
0,@imafilthyyouth whhhahah that's life! haha that's why i'm getting fatter and fattterr!! 
0,"@bobtheostrich Yes, I know, Velvet Whip's fine, but just Google for Zarabeth and you'll find almost all my online history. I'm Zarabeth! "
1,@NelsonAspen never miss the 6.50am report on weekday sunrise! I wake up to nelson 
1,anyone watching the yankee game? this is a glorious day for all mets fans 
0,@fleurdeleigh I was OUT of coffee this morning and the morning has been full of bleeps here too. 
0,I can't find Rumer Willis in here 
0,"Way past my bed time &amp; I'm still not done   BUT, I did a blog post so all's not lost. I RESERVE THE RIGHTTO CHANGE - http://is.gd/125eg !"
1,"@lukashevich ??, ?? ???? ?????????! "
0,sprained my ankle today 
1,@applejuice1234 and you. 
1,Back to the books. Studying for boards. 
1,"@marifomin a respeito da dm q vc me mandou, fique trqla! I'll b there for you! "
1,@tpagirl thanks.. i had to get the boys in their natural state 
0,going grocery shopping...wish i was shoe shopping  lol
1,"listening to drake, kid cudi, n asher roth while revising for my 3 exams 2mrow...wish me luckyyyy!!!! lol "
1,Visiteem o porcaria de meoo fv :// ninguem visiita pï¿½ -- HTTP://WWW.FLOGVIP.NET/OBSESSED thank yoou 
0,@claireliz81 ....he caught Sanchez's disease 
0,"@kwells2416 And a good morning to you! Hawks lost game one yesterday afternoon.  But, the series is still young! How was your weekend?"
0,"Caught a powernap of about 20 mins, now to LGA I go "
0,i hate doing projects 
